채널,게시일,제목,주요내용,링크,id,썸네일URL,분야태그,비고
보도자료,2019-11-04,"[2019.11.04] 울산지역 15개 R&D 혁신기관, 처음 한자리에","울산지역 15 개 R&D 혁신기관 , 처음 한자리에 - 11 월 5 일 ( 화 ) 동천컨벤션에서 ‘ 2019 울산 이노테크 페어 ’ 개최 - 애로기술 해소 간담회 , 기업지원 상담 부스 , 기술 · 정책 포럼 등 열려 □ 울산지역 15 개 R&D 혁신기관들이 중소 · 중견기업의 기술적 어려움을 해결하기 위해 처음으로 힘을 합쳐 한자리에 모인다 . □ 한국생",https://www.kitech.re.kr/pages/61?id=14045&menuMode=READ&q=49,14045,,,
포토뉴스,2019-10-30,[2019.10.30] 한-이스라엘 산업협력 세미나 개최,"생기원이 10 월 30 일 일산 KINTEX 에서 세계 5 대 기초과학 연구소 중 하나인 와이즈만 연구소와 함께 ‘ 한 - 이스라엘 산업협력 세미나 ’ 를 공동 개최했다 . ‘2019 첨단소재부품뿌리산업기술대전 ’ 부대행사로 열린 이번 세미나는 지난 8 월 한 - 이스라엘 FTA 타결 당시 체결된 양 기관 간 MoU 후속조치의 일환이다 . 먼저 , 한 -",https://www.kitech.re.kr/pages/60?id=12825&menuMode=READ&q=,12825,https://www.kitech.re.kr/api/v1/attachment/3130f123-2bc5-4ff7-b901-0515f2afb196?size=640,,
보도자료,2019-10-30,"[2019.10.30] 국내 소재부품·뿌리산업 현주소, 한자리에서 확인한다.","국내 소재부품 · 뿌리산업 현주소 , 한자리에서 확인한다 . - 10.30( 수 )~11.1( 금 ) KINTEX 에서 ‘ 2019 첨단소재부품뿌리산업기술대전 ’ 개최 - 뿌리산업 발전유공 포상 , 뿌리기업 성과 전시 , 한 - 이스라엘 산업협력 세미나 열려 □ 40 년 역사의 선반가구 제조기업 ㈜ 영진산업은 볼트 없이도 누구나 쉽고 빠르게 조립할 수 있는",https://www.kitech.re.kr/pages/61?id=14044&menuMode=READ&q=49,14044,,,
블로그,2019-10-16,"[2019.10.16] 플렉시블 투명전극, 전도성 고분자로 만든다","플렉시블 투명전극, 전도성 고분자로 만든다 ​ - 생기원, 전도성 고분자에 레이저 조사하는 물리적 방식의 공정기술 개발 - 대일의존도 70%인 기존 전극 소재, 국산 전도성고분자로 대체 기대 ​ ​ □ 스마트폰 터치패널이나 각종 IT기기의 디스플레이에는 빛은 그대로 투과시키면서 전기를 잘 통하게 하는 투명전극이 들어간다. ㅇ 박막 형태의 핵심부품인 이 투명",https://blog.naver.com/kitechblog/221679247677,221679247677,,,cat=12/77
보도자료,2019-10-16,"[2019.10.16] 플렉시블 투명전극, 전도성 고분자로 만든다","플렉시블 투명전극 , 전도성 고분자로 만든다 - 생기원 , 전도성 고분자에 레이저 조사하는 물리적 방식의 공정기술 개발 - 대일의존도 70% 인 기존 전극 소재 , 국산 전도성고분자로 대체 기대 □ 스마트폰 터치패널이나 각종 IT 기기의 디스플레이에는 빛은 그대로 투과시키면서 전기를 잘 통하게 하는 투명전극이 들어간다 . ㅇ 박막 형태의 핵심부품인 이 투명",https://www.kitech.re.kr/pages/61?id=14043&menuMode=READ&q=49,14043,,,
블로그,2019-10-14,[2019.10.10] 스마트안전 리빙랩으로 제품 출시 앞당긴다,"스마트안전 리빙랩으로 제품 출시 앞당긴다 ​ - 추락 시 생명 지키는 ‘착용형 에어백’ 실증·인증 지원해 11월 출시 - 10월 7일 국회의원회관에서 ‘스마트안전 리빙랩 성과확산 정책토론회’ 개최 ​ ​ □ 산재 사망사고의 절반가량이 건설현장에서 발생하고, 그 중 60%는 추락사고*인 것으로 나타났다. * 출처 : 고용노동부가 발표한 2018년 산업재해 현",https://blog.naver.com/kitechblog/221677330650,221677330650,,,cat=12/77
블로그,2019-10-14,소재·부품·장비 분야 정부 R&D 투자현황 및 대응전략,​ ​,https://blog.naver.com/kitechblog/221674105686,221674105686,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMTBfMTQ3/MDAxNTcwNzEwNzI1NzU0.vP5rHXWECNYlT6DZ5h_RApbjgB881aIlyCYT62LATMIg.imOg8v0PTQeZKiyohlVN01xVNDqH_ACpXl-d9Zu44kwg.JPEG.kitechblog/2.jpg?type=w800,,cat=67/46
블로그,2019-10-11,연휴·주말·명절에 나타나는 유령 정체 현상,▲명절 연휴나 주말에는 어김없이 도로에 극심한 정체 현상이 나타난다. ⓒ픽사베이 ​ 올해 민족 대명절 ‘한가위’ 연휴는 여느 때보다 열흘 정도 빠른 9월 12일부터 시작됐다. 열차나 고속버스 귀성표를 구하지 못한 사람들은 울며 겨자 먹기로 차를 갖고 이동할 수 밖에 없었다. 그렇지만 ‘더도 말고 덜도 말고 한가위만 같아라’는 말과는 달리 도로 상황은 여느,https://blog.naver.com/kitechblog/221674103283,221674103283,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMTBfMjc0/MDAxNTcwNzEwMjcyMjY5.zBz6vO36jSQQeQwVZCD5_Zybyvkn_Idv7ayi2z5c4asg.Xq8OAFJigP072AsIa7nAMSMXvuBB-25oSUqnPtGhPL4g.JPEG.kitechblog/1.jpg?type=w800,,cat=66/46
블로그,2019-10-10,"[2019.09.04.] 생기원, 반월시화 스마트산단 선도프로젝트 참여","​ ‘반월시화 스마트산업단지 선도프로젝트 선포식’이 9월 4일 반월시화국가산업단지 시흥비즈니스센터에서 개최됐다. ‘스마트산업단지 선도프로젝트’는 지난해 12월 중소기업 스마트 제조혁신 보고회에서 처음 발표됐다. 이 계획에 따라 경기 반월시화, 경남 창원 등 2개 산업단지를 기계·로봇 등 제조업과 중소 부품·뿌리기업 중심의 스마트산업단지로 특화하는 사업이 본",https://blog.naver.com/kitechblog/221671502699,221671502699,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDhfNzYg/MDAxNTcwNDk0ODc2Mzc3.wNdUeGhrBYZU_TYUQzDlxzaPGqsBsvOwtlXjiovKgJUg.0hm8mUZfbYphhcTecYLhET5H7dlkY17AJBxn_Dv8X2Eg.JPEG.kitechblog/1.jpg?type=w800,,cat=1/46
블로그,2019-10-08,"AI 몰려오는 시대 ‘목표 분명한 교육’, ‘소프트스킬’에 주목해야 하는 이유","▲AI 몰려오는 시대 ‘목표 분명한 교육’, ‘소프트스킬’에 주목해야 하는 이유 ⓒ게티이미지뱅크 ​ 미국의 싱크탱크 브루킹스연구소는 올 초 인공지능(AI)의 도입과 자동화가 가속되면서 미국의 일자리 4분의 1이 심각한 위협을 받고 있다고 밝혔다. 약 3600만 명에 이르는 미국 근로자들이 자동화된 환경에 노출돼 있다는 것이다. 이들의 업무 중 70%는 기계",https://blog.naver.com/kitechblog/221670427917,221670427917,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDdfMTYy/MDAxNTcwNDA5OTg3Mzk4.av084GiczKqc2O5iXCTQOl9utandaENX5L9_nfkeEtsg.t-Knfw0GsRfo2fbA7RFK1JdrpNzOnZSJl3IvSCef4VQg.JPEG.kitechblog/1.jpg?type=w800,,cat=66/46
보도자료,2019-10-08,[2019.10.08] 스마트안전 리빙랩으로 제품 출시 앞당긴다,"스마트안전 리빙랩으로 제품 출시 앞당긴다 - 추락 시 생명 지키는 ‘ 착용형 에어백 ’ 실증 · 인증 지원해 11 월 출시 - 10 월 7 일 국회의원회관에서 ‘ 스마트안전 리빙랩 성과확산 정책토론회 ’ 개최 □ 산재 사망사고의 절반가량이 건설현장에서 발생하고 , 그 중 60% 는 추락사고 * 인 것으로 나타났다 . * 출처 : 고용노동부가 발표한 2018",https://www.kitech.re.kr/pages/61?id=14042&menuMode=READ&q=49,14042,,,
블로그,2019-10-07,희소금속 탄탈륨 재활용 기술로 고부가가치 소재 만든다,"▲에코리사이클링 김태엽 대표(왼쪽)와 한국희소금속산업기술센터 박경태 수석연구원이 인천 소재 에코리사이클링 실험실에서 포즈를 취하고 있다. ⓒ한국생산기술연구원 ​ ｜한국희소금속산업기술센터 박경태 수석연구원 ｜에코리사이클링 김태엽 대표 ​ 반도체와 디스플레이 공정을 비롯해 방위산업, 항공기, 우주개발에 활용되는 금속은 대부분 희소금속이다. 산지가 일부 지역에만",https://blog.naver.com/kitechblog/221669973192,221669973192,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDZfMTg2/MDAxNTcwMzYxNjE2ODEy.KxDTvg36uZleK-gFv-4xL-S63h_CgigpflEkU-2dBBgg.p3YGPcI4Tub1HvuGrDt93JO4r65aarW4KA0qTrX377wg.JPEG.kitechblog/1.jpg?type=w800,,cat=72/44
블로그,2019-10-04,‘한-우즈벡 섬유테크노파크’ 24일 개소...한국 기업 뿌리내리는 신북방정책 거점 될 것,"​ 심재윤 융합생산기술연구소 스마트섬유그룹장 ​ ​ ​ 문재인 대통령은 지난 4월 우즈베키스탄과 투르크메니스탄, 카자흐스탄을 국빈 방문하며 신북방 정책을 강조했다. 중앙아시아 국가들을 새로운 ‘번영의 축’으로 삼겠다는 것이 주요 내용이다. 이 중 우즈베키스탄은 옛 실크로드의 중심지로 예로부터 세계적인 면화 생산국으로 손꼽힌다. 면화 생산량으로는 세계 6위,",https://blog.naver.com/kitechblog/221667879562,221667879562,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDRfMjEw/MDAxNTcwMTYzMDIxOTU1.ciQwSXoEkngY2dw6gwGg8bvCoeBQG5RW-5564keeDb4g.wTwfmmasZED1wP21_sfeNJGJF3lYW5BlLwLs8yHOEcUg.JPEG.kitechblog/1.jpg?type=w800,,cat=65/46
블로그,2019-10-04,반도체 재료 박막증착 과정 실시간으로 본다,▲허훈 수석연구원 연구팀이 개발한 ‘화학증착소재 실시간 증착막 측정 장비’. ⓒ한국생산기술연구원 ​ ┃고온에너지시스템그룹 허훈 수석연구원 ​ ​ 일본의 수출 규제로 한국의 메인 산업인 반도체 디스플레이 분야 소재·부품·장비 기술 국산화가 화두다. 메모리 반도체와 디스플레이 강국의 입지가 흔들릴 우려가 커졌기 때문이다. 반도체 공정 중 박막증착 공정은 반도체,https://blog.naver.com/kitechblog/221667865607,221667865607,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDRfNTYg/MDAxNTcwMTYyMjY5ODIz.PmL96f5PRdTmK869Fyzft-kUAPFNPHsflWkwlD7tyXAg.pIYZz4_zMQqVFUSTHo0N_34tnfUaJP0czomTgedIjewg.JPEG.kitechblog/1.jpg?type=w800,,cat=57/43
블로그,2019-10-01,"[2019.10.01] 차량 속 잠든 ‘어린이 확인 방석’, 베트남에 수출한다","차량 속 잠든 ‘ 어린이 확인 방석 ’ , 베트남에 수출한다 ​ - 베트남 VAS 社, 방석 1,000개 수입해 10월부터 마케팅 - 아동 승·하차일지가 부모와 공유되는 자녀 안심서비스 기능 추가 ​ □ 통학차량에 탑승한 아동의 승·하차 상태를 실시간으로 스마트폰에 전송하고, 홀로 방치될 경우 경고를 울리는 차량 속 잠든 어린이 확인 방석 (제품명 아이착,",https://blog.naver.com/kitechblog/221664585358,221664585358,,,cat=12/77
보도자료,2019-10-01,"[2019.10.01] 차량 속 잠든 ‘어린이 확인 방석’, 베트남에 수출한다","차량 속 잠든 ‘ 어린이 확인 방석 ’ , 베트남에 수출한다 - 베트남 VAS 社 , 방석 1,000 개 수입해 10 월부터 마케팅 - 아동 승 · 하차일지가 부모와 공유되는 자녀 안심서비스 기능 추가 □ 통학차량에 탑승한 아동의 승 · 하차 상태를 실시간으로 스마트폰에 전송하고 , 홀로 방치될 경우 경고를 울리는 차량 속 잠든 어린이 확인 방석 ( 제품명",https://www.kitech.re.kr/pages/61?id=14041&menuMode=READ&q=49,14041,,,
포토뉴스,2019-09-27,[2019.09.27.] 생기원 30년 성과 공유하고 미래 비전 선포,"생기원 창립 30 주년 기념 비전 선포식과 국제 심포지엄이 9 월 27 일 양재 엘타워에서 개최됐다 . 이날 행사에는 문미옥 과학기술정보통신부 제 1 차관 , 김정회 산업통상자원부 산업기술융합정책관 , 원광연 국가과학기술연구회 이사장을 비롯해 지자체 및 유관기관 관계자와 생기원 임직원 등 약 400 여 명이 참석해 성황을 이뤘다 . 오전 행사에서는 우수성과",https://www.kitech.re.kr/pages/60?id=12823&menuMode=READ&q=,12823,https://www.kitech.re.kr/api/v1/attachment/12067de0-e53e-4b19-b40e-1c8a1bd4635a?size=640,,
블로그,2019-09-27,"[2019.09.27] 생기원, 30년간 투입예산 대비 2.5배 가치 창출","생기원, 30년간 투입예산 대비 2.5배 가치 창출 ​ - 생산 유발 효과 9조8천억 원, 참여기업 이익 27.3% 증가 - 9월 27일 양재 엘타워에서 창립 30주년 기념 국제 심포지엄 개최 ​ ​ □ 한국생산기술연구원(원장 이성일, 이하 생기원)이 창립 30주년을 맞아 그동안의 성과에 대한 경제적 파급 효과*를 분석한 결과 투입예산 대비 약 2.5배의",https://blog.naver.com/kitechblog/221661068451,221661068451,,,cat=12/77
보도자료,2019-09-27,"[2019.09.27] 생기원, 30년간 투입예산 대비 2.5배 가치 창출","생기원 , 30 년간 투입예산 대비 2.5 배 가치 창출 - 생산 유발 효과 9 조 8 천억 원 , 참여기업 이익 27.3% 증가 - 9 월 27 일 양재 엘타워에서 창립 30 주년 기념 국제 심포지엄 개최 □ 한국생산기술연구원 ( 원장 이성일 , 이하 생기원 ) 이 창립 30 주년을 맞아 그동안의 성과에 대한 경제적 파급 효과 * 를 분석한 결과 투입예산",https://www.kitech.re.kr/pages/61?id=14040&menuMode=READ&q=49,14040,,,
포토뉴스,2019-09-24,[2019.09.24.] 한-우즈베키스탄 섬유테크노파크 개소,"9 월 24 일 우즈베키스탄 타쉬켄트에서 양국 정부 관계자와 섬유관련 기업 등 약 200 여 명이 참석한 가운데 ‘ 한 - 우즈베키스탄 섬유테크노파크 (TP)’ 개소식이 열렸다 . 2016 년 6 월 착공한 한 · 우즈베키스탄 섬유테크노파크는 한국의 기술과 장비 , 우즈베키스탄의 풍부한 면화와 숙련된 노동력을 활용해 우즈베키스탄 섬유산업을 현대화할 목적으로",https://www.kitech.re.kr/pages/60?id=12824&menuMode=READ&q=,12824,https://www.kitech.re.kr/api/v1/attachment/33a93cb2-1bfd-4a5a-958d-120691ccb76c?size=640,,
블로그,2019-09-16,"[2019.09.16] 반도체 박막 증착 과정, 실시간으로 본다","반도체 박막 증착 과정, 실시간으로 본다 ​ - 생기원, 장비 내부에서 바로 증착 상태 관찰·분석하는 시스템 세계 최초 개발 - 박막 소재의 농도 및 결정구조 실시간 파악, 공정 최적화까지 가능 ​ □ 반도체 공정 중 박막 증착 공정은 실리콘 웨이퍼(Wafer)* 위에 얇은 층 형태의 박막을 단계적으로 겹겹이 쌓아가는 핵심공정이다. * 반도체의 재료가 되는",https://blog.naver.com/kitechblog/221649732412,221649732412,,,cat=12/77
보도자료,2019-09-16,"[2019.09.16] 반도체 박막 증착 과정, 실시간으로 본다","반도체 박막 증착 과정 , 실시간으로 본다 - 생기원 , 장비 내부에서 바로 증착 상태 관찰 · 분석하는 시스템 세계 최초 개발 - 박막 소재의 농도 및 결정구조 실시간 파악 , 공정 최적화까지 가능 □ 반도체 공정 중 박막 증착 공정은 실리콘 웨이퍼 (Wafer) * 위에 얇은 층 형태의 박막을 단계적으로 겹겹이 쌓아가는 핵심공정이다 . * 반도체의 재료",https://www.kitech.re.kr/pages/61?id=14039&menuMode=READ&q=49,14039,,,
블로그,2019-09-11,소재 부품 국산화를 위해 알아야 할 간편 상식,​ ​ ​ ​ ​,https://blog.naver.com/kitechblog/221644273826,221644273826,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MTBfMTQ5/MDAxNTY4MDcwNzI5ODQz.UcWW2LmDcVdrodsuOG2Kwnb9iFI4SwgU5CUlYEryqj4g.o3OhqxoE7gkYDvY9AFK6GP1ITEk027rviFiVTl24yLQg.PNG.kitechblog/1.png?type=w800,,cat=67/46
블로그,2019-09-10,폭염 사망 막는 과학기술은,​ 1995년 7월 14일 오후 4시. 미국 시카고 로즈랜드 지역 911응급구조센터에 마거릿 오티즈(당시 45세)라는 유치원 선생님이 다급한 목소리로 구조요청을 해왔다. 아이 2명이 숨을 쉬지 않는다는 것이다. 응급구조대원이 도착했을 때 아이들의 체온은 41도를 훌쩍 넘었고 이미 숨을 거둔 상태였다. ​ 서울보다 위도상 북쪽에 위치해 있지만 전날부터 시카고,https://blog.naver.com/kitechblog/221642836498,221642836498,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDhfMjkz/MDAxNTY3OTQ0NjMzNDMz.caglMX3oDLoXWGaI3cN_8DSXtTqBMLbIYkPl4SmMmmYg.0mlBnr55A1l5ySmHxzjiW9V3q_3ulQ-UYuN_ZkRuUl8g.PNG.lapunzzel/1.png?type=w800,,cat=66/46
블로그,2019-09-09,[2019.08.09.] 한-우즈벡 재료과학 분야 협력 강화,"​ 8월 9일 생기원과 우즈벡 과학원(Uzbekistan Academy of Science) 산하 국립연구소인 Physics-Sun이 MoU를 체결했다. 지난 4월 한-우즈벡 희소금속센터 개소식에서 생기원 이성일 원장과 알말릭광업공사 회장, Physics-Sun 연구소장은 알말릭 그룹의 산업 전 분야에 대한 상호협력 의향을 타진하고 포괄적인 연구개발 협력을",https://blog.naver.com/kitechblog/221642823068,221642823068,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDhfMjk3/MDAxNTY3OTQzODAzNDA0.OY9Jmvs0HIIosEjhn7BUCXO2wwMU2PsvcAtTTu8yJPIg.8XCWucfIK8kDdYwJf_Z-ncaBlRxvGswHN2H1mxyQAZ0g.JPEG.kitechblog/1.jpg?type=w800,,cat=1/46
블로그,2019-09-06,전 세계 자율주행차 도입 얼마나 가까워졌을까,글로벌 컨설팅회사 KPMG 2019년 ‘자율주행차 준비지수 보고서’ ​ ▲지난해 자율주행차 시험 도중 두 명이 숨지는 일이 일어났지만 연구자들은 교통 사고 사망자 수를 줄일 확실한 방법으로 자율주행차 도입을 꼽고 있다. 실버바인 제공 ​ 구글의 자율주행차 계열사 웨이모가 지난달 미국 캘리포니아주로부터 자율주행차에 승객을 태워도 된다는 허가를 받았다. 캘리포,https://blog.naver.com/kitechblog/221639991157,221639991157,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDVfMjEw/MDAxNTY3NjgxODczNzk1.AX0Oq0BSq1khbY9debGQOM9Dz4vvVF9wLDUI0EY9hnYg.RPdKwMgMSHj28z63aBDxYp7Vxj3v6UuvbUZwlZpxVv0g.PNG.kitechblog/1.png?type=w800,,cat=66/46
블로그,2019-09-05,스타벅스가 문두드린 &#39;에코매스&#39; 생분해성플라스틱 시장 주도,"▲구본욱 지능형청정소재그룹 수석연구원(왼쪽)과 한승길 에코매스 대표가 인천 소재 에코매스 본사 공장에서 친환경 포장재를 들어보이고 있다. ​ 지난 8월 5일. 35℃를 넘나드는 폭염 속에서 인천 서구 도담로에 위치한 바이오플라스틱 전문기업 ‘에코매스’ 공장의 입구에는 CO 2 모니터링 시스템이 공장 내에서 발생하는 이산화탄소를 실시간으로 측정하고 있고, 공",https://blog.naver.com/kitechblog/221638704893,221638704893,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDRfNjkg/MDAxNTY3NTg0OTcwMTgz.MaDp7OeF9T_7nqwAKPtnUl66VVTP2C7kaSMTJR3R-Z0g.oUfWzAyuAmv9kw9HdY9o4JP5hfXxno_W-8ggFtHnr-gg.PNG.kitechblog/1.png?type=w800,,cat=72/44
포토뉴스,2019-09-04,"[2019.09.04.] 생기원, 반월시화 스마트산단 선도프로젝트 참여","‘ 반월시화 스마트산업단지 선도프로젝트 선포식 ’ 이 9 월 4 일 반월시화국가산업단지 시흥비즈니스센터에서 개최됐다 . ‘ 스마트산업단지 선도프로젝트’ 는 지난해 12 월 중소기업 스마트 제조혁신 보고회에서 처음 발표됐다 . 이 계획에 따라 경기 반월시화 , 경남 창원 등 2 개 산업단지를 기계 · 로봇 등 제조업과 중소 부품 · 뿌리기업 중심의 스마트산업",https://www.kitech.re.kr/pages/60?id=12822&menuMode=READ&q=,12822,https://www.kitech.re.kr/api/v1/attachment/6158f05a-b408-444b-9d67-a6478354966e?size=640,,
블로그,2019-09-04,상온 VOCs 제거 기술로 공기질 스마트하게 관리한다,▲김수한 친환경재료공정그룹 수석연구원 ​ 지난 8월 9일 생기원 울산지역본부 한 실험실에서는 에메랄드색 불빛이 뿜어져 나왔다. 불빛의 정체는 초고온에서 핵과 전자가 분리된 기체상태인 플라스마를 만드는 데 사용되는 전자빔이다. 김수한 친환경재료공정그룹 수석연구원 연구팀은 이 전자빔으로 생성한 플라스마로 공기 중 유해 화합물을 없애는 기술을 개발하고 있다. ​,https://blog.naver.com/kitechblog/221638412270,221638412270,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDNfNTgg/MDAxNTY3NTE2NzU2MDg1.KvGwpmM9vtDFyBujIEQNHoA6stblG6cFtQyMEjFKoMcg.W9gzdu-yP6Fgrzm0mhkYv1DYLz7ED3LBNXm5iSNWydcg.PNG.kitechblog/1.png?type=w800,,cat=57/43
블로그,2019-09-03,소재 강국 되려면 연구 데이터베이스부터 충실히 쌓아야,​ ▲이만식 울산지역본부장 ​ ​ 이달 7일 일본이 한국을 '화이트리스트(수출 심사 우대국)'에서 배제하는 수출무역관리령 개정안을 공포하면서 양국 무역갈등이 격화되고 있다. 이번 사태로 한국은 소재 국산화의 중요성을 깨닫고 연구개발 역량을 집중하고 있다. 생기원 울산지역본부는 일본이 처음 규제물질로 지정한 3개 품목 중 하나인 고순도 불화수소 개발을 맡아,https://blog.naver.com/kitechblog/221637634954,221637634954,https://www.kitech.re.kr/upload_files/smarteditor/201908231328021293951343.png,,cat=65/46
포토뉴스,2019-08-09,[2019.08.09.] 한-우즈벡 재료과학 분야 협력 강화,"8 월 9 일 생기원과 우즈벡 과학원 (Uzbekistan Academy of Science) 산하 국립연구소인 Physics-Sun 이 MoU 를 체결했다 . 지난 4 월 한 - 우즈벡 희소금속센터 개소식에서 생기원 이성일 원장과 알말릭광업공사 회장 , Physics-Sun 연구소장은 알말릭 그룹의 산업 전 분야에 대한 상호협력 의향을 타진하고 포괄적인",https://www.kitech.re.kr/pages/60?id=12821&menuMode=READ&q=,12821,https://www.kitech.re.kr/api/v1/attachment/6fbef4f1-07b5-4a7a-a506-4868ea7dd234?size=640,,
블로그,2019-07-17,[카드뉴스]가변아키텍처 전기차 플랫폼 개발,다품종 소량의 맞춤형 전기차 제작이 가능한 가변 아키텍처 플랫폼! ​ 자율주행과 AI기술이 접목돼 더욱 기대되는 기술이랍니다. ​ ​,https://blog.naver.com/kitechblog/221587776340,221587776340,https://www.kitech.re.kr/upload_files/smarteditor/201907161134371963335990.jpg,,cat=57/43
블로그,2019-07-17,[카드뉴스]IoT 기술이 적용된 스마트팜 환경계측 및 제어장치,기존 스마트팜 설비 비용보다 20~30% 저렴하면서도 더 효율적인 온실관리가 가능한 ​ 스마트팜 환경계측 및 제어장치! ​ ​,https://blog.naver.com/kitechblog/221587774879,221587774879,https://www.kitech.re.kr/upload_files/smarteditor/20190716112846927928850.jpg,,cat=57/43
블로그,2019-07-17,일론 머스크의 스케일,"지난 5월 말, 한 네덜란드인이 놀라운 광경을 포착했다. 수십 개의 빛나는 물체들이 일렬로 밤하늘을 가로지르는 믿기 어려운 장관이었다. 그는 이 모습을 영상으로 담았는데 마치 어린 시절 보았던 은하철도999가 먼 안드로메다를 향해 출항하는 모습 그대로다. 물론 현실 속에 은하철도와 메텔, 철이는 존재하지 않는다. 대신, 영상에 잡힌 것은 머스크의 스페이스X",https://blog.naver.com/kitechblog/221587773293,221587773293,https://www.kitech.re.kr/upload_files/smarteditor/201907161014171896445106.jpg,,cat=66/46
블로그,2019-07-17,완성차업체와 협력업체 동반성장의 교두보 – 건설기계기술센터,"건설기계기술센터 남윤주 센터장 고속도로와 철도, 항공시설이 인접한 내륙 교통의 중심지 경산. 이곳 경산지식산업지구에는 생기원 건설기계기술센터가 들어서 있다. 건설기계기술센터는 설계지원 기자재 등 인프라 지원, 건설기계기술에 특화된 전문 인력 육성, 건설기계 핵심부품 설계기술 공동 개발, 신뢰성 평가 시스템 개발 등 건설기계부품 종합기술지원체계 구축을 목표로",https://blog.naver.com/kitechblog/221587771390,221587771390,https://www.kitech.re.kr/upload_files/smarteditor/201907160952221211115274.jpg,,cat=49/49
블로그,2019-07-17,이온성 액체를 이용한 고순도·고수율 유기소재 정제기술,"기술지원기업: ㈜일솔레드 연구책임자: 광에너지융합그룹 김태원 수석연구원 OLED 전문 시장조사기관 유비리서치에 따르면 지난해 세계 OLED(Organic Light Emitting Diodes, 유기발광다이오드) 시장은 32조 원 규모로, 2023년에는 67조 원까지 커질 것으로 전망된다. 공정이 표준화된 LCD의 주도권은 이미 중국으로 넘어갔지만, 아직",https://blog.naver.com/kitechblog/221587766658,221587766658,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MTdfMjYw/MDAxNTYzMzI3MzI2NTAx.MbPZB-VeEvOVKRqc9B2WSrR_dfbIh4feKf460p_B35Ug.vaDQ2xemSZD8wWt-uERHf7eTkkwBP_mkYeoa8vmSx_sg.JPEG.kitechblog/20190716095644608858660.jpg?type=w800,,cat=72/44
블로그,2019-07-17,인공지능과 로봇기술로 생기원형 스마트팜 만든다,# 연구책임자 : 융합생산기술연구소 로봇그룹 장인훈 수석연구원 ​ 스마트팜이 주목받고 있는 가운데 생기원이 인공지능과 로봇기술을 활용한 스마트팜 농작업 자동화 및 작업관리 시스템 연구 결과를 발표했다. 오는 10월 실증팜을 오픈해 ‘생기원형 스마트팜’을 선보일 준비에 바쁜 로봇그룹 인공지능연구실 장인훈 수석연구원을 만났다. ​ ㅡ ​ 중소 농가에 적용 가능,https://blog.naver.com/kitechblog/221587761983,221587761983,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MTdfMjcz/MDAxNTYzMzI2NjU4OTQz.JGrZ-dzcLLf2yFFsIq3sp1bPu6TGo_7Vz1mOtDKyywIg.-GOEBc2CKzbPBZ79pygl73b2MqHYpwewOgKuoubSxkAg.JPEG.kitechblog/best.jpg?type=w800,,cat=57/43
블로그,2019-07-15,"[2019.07.15] 일반인의 창의적 아이디어, 사업화 지원한다","일반인의 창의적 아이디어, 사업화 지원한다 ​ - 7월 12일(금) 숭실대학교에서‘2019 산업융합 해커톤 대회’본선 개최 - 이산화탄소 자원화 사업에 청년창업자 도전 등 30개 팀 아이디어 선보여 ​ □ 지구온난화의 주범인 온실가스를 줄이기 위해서는 가스 중 약 88%로 가장 많은 비중을 차지하고 있는 이산화탄소 배출을 억제해야 한다. ㅇ 과학기술연합대학",https://blog.naver.com/kitechblog/221586375272,221586375272,,,cat=12/77
보도자료,2019-07-15,"[2019.07.15] 일반인의 창의적 아이디어, 사업화 지원한다","일반인의 창의적 아이디어 , 사업화 지원한다 - 7 월 12 일 ( 금 ) 숭실대학교에서 ‘2019 산업융합 해커톤 대회 ’ 본선 개최 - 이산화탄소 자원화 사업에 청년창업자 도전 등 30 개 팀 아이디어 선보여 □ 지구온난화의 주범인 온실가스를 줄이기 위해서는 가스 중 약 88% 로 가장 많은 비중을 차지하고 있는 이산화탄소 배출을 억제해야 한다 . ㅇ",https://www.kitech.re.kr/pages/61?id=14038&menuMode=READ&q=49,14038,,,
